algorithm,distribution,n,opt_level,trial,ns,checksum
branchy,random,67108864,O2,4,7385880000,5343899736118569405
branchy,random,67108864,O2,5,7311647000,5343899736118569405
branchy,random,67108864,O2,6,7423346000,5343899736118569405
branchy,sorted,67108864,O2,0,1255959000,5343899735604330496
branchy,sorted,67108864,O2,1,1308982000,5343899735604330496
branchy,sorted,67108864,O2,2,1263723000,5343899735604330496
branchy,sorted,67108864,O2,3,1270131000,5343899735604330496
branchy,sorted,67108864,O2,4,1260998000,5343899735604330496
branchy,sorted,67108864,O2,5,1300411000,5343899735604330496
branchy,sorted,67108864,O2,6,1293540000,5343899735604330496
branchy,reverse,67108864,O2,0,3292390000,5343899735604330496
branchy,reverse,67108864,O2,1,3289423000,5343899735604330496
branchy,reverse,67108864,O2,2,3300893000,5343899735604330496
branchy,reverse,67108864,O2,3,3303962000,5343899735604330496
branchy,reverse,67108864,O2,4,3331860000,5343899735604330496
branchy,reverse,67108864,O2,5,3371669000,5343899735604330496
branchy,reverse,67108864,O2,6,3522130000,5343899735604330496
branchy,partial,67108864,O2,0,3812142000,5343899735604330496
branchy,partial,67108864,O2,1,3838029000,5343899735604330496
branchy,partial,67108864,O2,2,3753432000,5343899735604330496
branchy,partial,67108864,O2,3,3730673000,5343899735604330496
branchy,partial,67108864,O2,4,3746588000,5343899735604330496
branchy,partial,67108864,O2,5,3846132000,5343899735604330496
branchy,partial,67108864,O2,6,3792064000,5343899735604330496
branchless,random,67108864,O2,0,7586688000,5343899736118569405
branchless,random,67108864,O2,1,7364281000,5343899736118569405
branchless,random,67108864,O2,2,7443043000,5343899736118569405
branchless,random,67108864,O2,3,7420271000,5343899736118569405
branchless,random,67108864,O2,4,7380035000,5343899736118569405
branchless,random,67108864,O2,5,7398801000,5343899736118569405
branchless,random,67108864,O2,6,7520047000,5343899736118569405
branchless,sorted,67108864,O2,0,12335273000,5343899735604330496
branchless,sorted,67108864,O2,1,13398935000,5343899735604330496
branchless,sorted,67108864,O2,2,13420843000,5343899735604330496
branchless,sorted,67108864,O2,3,14000281000,5343899735604330496
branchless,sorted,67108864,O2,4,13931897000,5343899735604330496
branchless,sorted,67108864,O2,5,14080481000,5343899735604330496
branchless,sorted,67108864,O2,6,14227746000,5343899735604330496
branchless,reverse,67108864,O2,0,11505625000,5343899735604330496
branchless,reverse,67108864,O2,1,11552331000,5343899735604330496
branchless,reverse,67108864,O2,2,11592701000,5343899735604330496
branchless,reverse,67108864,O2,3,11554825000,5343899735604330496
branchless,reverse,67108864,O2,4,11994151000,5343899735604330496
branchless,reverse,67108864,O2,5,12043464000,5343899735604330496
branchless,reverse,67108864,O2,6,11792773000,5343899735604330496
branchless,partial,67108864,O2,0,10309652000,5343899735604330496
branchless,partial,67108864,O2,1,11250928000,5343899735604330496
branchless,partial,67108864,O2,2,11208516000,5343899735604330496
branchless,partial,67108864,O2,3,10253630000,5343899735604330496
branchless,partial,67108864,O2,4,10937046000,5343899735604330496
branchless,partial,67108864,O2,5,10147854000,5343899735604330496
branchless,partial,67108864,O2,6,9750844000,5343899735604330496
stdlib,random,67108864,O2,0,10823954000,5343899736118569405
stdlib,random,67108864,O2,1,10677911000,5343899736118569405
stdlib,random,67108864,O2,2,10921269000,5343899736118569405
stdlib,random,67108864,O2,3,10802157000,5343899736118569405
stdlib,random,67108864,O2,4,10412099000,5343899736118569405
stdlib,random,67108864,O2,5,10339137000,5343899736118569405
stdlib,random,67108864,O2,6,10462254000,5343899736118569405
stdlib,sorted,67108864,O2,0,328782000,5343899735604330496
stdlib,sorted,67108864,O2,1,328350000,5343899735604330496
stdlib,sorted,67108864,O2,2,330325000,5343899735604330496
stdlib,sorted,67108864,O2,3,332917000,5343899735604330496
stdlib,sorted,67108864,O2,4,329452000,5343899735604330496
stdlib,sorted,67108864,O2,5,332169000,5343899735604330496
stdlib,sorted,67108864,O2,6,329614000,5343899735604330496
stdlib,reverse,67108864,O2,0,1472553000,5343899735604330496
stdlib,reverse,67108864,O2,1,1468270000,5343899735604330496
stdlib,reverse,67108864,O2,2,1475590000,5343899735604330496
stdlib,reverse,67108864,O2,3,1467240000,5343899735604330496
stdlib,reverse,67108864,O2,4,1467616000,5343899735604330496
stdlib,reverse,67108864,O2,5,1463457000,5343899735604330496
stdlib,reverse,67108864,O2,6,1472894000,5343899735604330496
stdlib,partial,67108864,O2,0,3938215000,5343899735604330496
stdlib,partial,67108864,O2,1,4197404000,5343899735604330496
stdlib,partial,67108864,O2,2,4025904000,5343899735604330496
stdlib,partial,67108864,O2,3,3942513000,5343899735604330496
stdlib,partial,67108864,O2,4,3995373000,5343899735604330496
stdlib,partial,67108864,O2,5,3955275000,5343899735604330496
stdlib,partial,67108864,O2,6,3916058000,5343899735604330496
stdlib,dupes,67108864,O2,0,1135042000,5343899736102845937
stdlib,dupes,67108864,O2,1,1144272000,5343899736102845937
stdlib,dupes,67108864,O2,2,1144331000,5343899736102845937
stdlib,dupes,67108864,O2,3,1140179000,5343899736102845937
stdlib,dupes,67108864,O2,4,1138894000,5343899736102845937
stdlib,dupes,67108864,O2,5,1142162000,5343899736102845937
stdlib,dupes,67108864,O2,6,1150157000,5343899736102845937
